src_qualified_name,dst_qualified_name,relationship_type,direction,depth,relationship_ids
mysql-table.241cc0c1adc630bc3cea0b08d984c71434cef959,maxcompute-table.dataworks_analyze.dim_calc_engine_info_d,DATAX,UP,3,datax.DATAX.308512503
mysql-table.242963b5433f6ed27803ae48406245e8ebdb877b,maxcompute-table.dataworks_analyze.dim_calc_engine_info_d,DATAX,UP,3,datax.DATAX.104691653
mysql-table.37635250bd3f2ee32c1cb1486084ca4a4693fff3,maxcompute-table.dataworks_analyze.dim_calc_engine_info_d,DATAX,UP,3,datax.DATAX.104828393
mysql-table.44b8e84575f0e93e7c4e8eea7d967c8b627446e5,maxcompute-table.dataworks_analyze.dim_calc_engine_info_d,DATAX,UP,3,datax.DATAX.104694866
mysql-table.54a6cc1aa8a4d4f81a1283ea974e190e4eb90b0f,maxcompute-table.dataworks_analyze.dim_calc_engine_info_d,DATAX,UP,3,datax.DATAX.104685832
mysql-table.5c7c2d016b266adcf2a3fa3aaa921a9ba6c35378,maxcompute-table.dataworks_analyze.dim_calc_engine_info_d,DATAX,UP,3,datax.DATAX.301644092
mysql-table.5edc665708c97f7e4ac92c4beeae731c55d30393,maxcompute-table.dataworks_analyze.dim_calc_engine_info_d,DATAX,UP,3,datax.DATAX.104694918
mysql-table.60b87f263239fea26644c936c4d79fc921eacd32,maxcompute-table.dataworks_analyze.dim_calc_engine_info_d,DATAX,UP,3,datax.DATAX.104659622
mysql-table.781719bb68ff812ea8d8da632e4e1324ae9eaa79,maxcompute-table.dataworks_analyze.dim_calc_engine_info_d,DATAX,UP,3,datax.DATAX.286724254
mysql-table.7a4a804343e9e95de75613919a02facba680c93f,maxcompute-table.dataworks_analyze.dim_calc_engine_info_d,DATAX,UP,3,datax.DATAX.303192118
mysql-table.8231a72d7c81fce4e77b1cfdce2d8a4bfe9bd2ca,maxcompute-table.dataworks_analyze.dim_calc_engine_info_d,DATAX,UP,3,datax.DATAX.104834088
mysql-table.897aa787d2fcecffc09a467de9c2bc981050c0d8,maxcompute-table.dataworks_analyze.dim_calc_engine_info_d,DATAX,UP,3,datax.DATAX.104700565
mysql-table.90da4f6cc91ae3329a8a03a1c0d61434a8a8fb53,maxcompute-table.dataworks_analyze.dim_calc_engine_info_d,DATAX,UP,3,datax.DATAX.104659721
mysql-table.9e1efbd5dff44bf9358d52a71549cd4c0c9c0834,maxcompute-table.dataworks_analyze.dim_calc_engine_info_d,DATAX,UP,3,datax.DATAX.295057294
mysql-table.9f3d8ad204d0a4a148f23e2dec6648f0787febe7,maxcompute-table.dataworks_analyze.dim_calc_engine_info_d,DATAX,UP,3,datax.DATAX.104700548
mysql-table.9f504c299e5187296b508031e0246b1e3e5cf54c,maxcompute-table.dataworks_analyze.dim_calc_engine_info_d,DATAX,UP,3,datax.DATAX.104703076
mysql-table.a3216acec81aa0b8f4a3923d5e2967d574938d8e,maxcompute-table.dataworks_analyze.dim_calc_engine_info_d,DATAX,UP,3,datax.DATAX.303809189
mysql-table.a860c90ed5eb63c1f995aa5b3ff95880c8539f11,maxcompute-table.dataworks_analyze.dim_calc_engine_info_d,DATAX,UP,3,datax.DATAX.104831475
mysql-table.c46cb751cb4b5210103936275593dbcb6fe30bd6,maxcompute-table.dataworks_analyze.dim_calc_engine_info_d,DATAX,UP,3,datax.DATAX.104700230
mysql-table.ca062db99fccac9c6a0fe1adccb1838f979cd704,maxcompute-table.dataworks_analyze.dim_calc_engine_info_d,DATAX,UP,3,datax.DATAX.104563304
mysql-table.ce01b99c10bc41a6254783cd7d843c63f7547fc9,maxcompute-table.dataworks_analyze.dim_calc_engine_info_d,DATAX,UP,3,datax.DATAX.131582004
mysql-table.d03ea07f886c3182fab99356b8e92d1211e3475e,maxcompute-table.dataworks_analyze.dim_calc_engine_info_d,DATAX,UP,3,datax.DATAX.296760264
mysql-table.d23ef9c055e978898fe6a08c828f5cc32f069f18,maxcompute-table.dataworks_analyze.dim_calc_engine_info_d,DATAX,UP,3,datax.DATAX.104672373
mysql-table.d49c286b0243bba53af53950eca3c51b084c2ca2,maxcompute-table.dataworks_analyze.dim_calc_engine_info_d,DATAX,UP,3,datax.DATAX.104703176
mysql-table.ff2e2c832541ed17e0bbbfaf2c171e035b3b40de,maxcompute-table.dataworks_analyze.dim_calc_engine_info_d,DATAX,UP,3,datax.DATAX.305850958
maxcompute-table.cdo_meta.dmc_base_meta_op_log,maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,SQL,UP,3,odps.SQL.158088978
maxcompute-table.cdo_meta.dw_meta_category,maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,SQL,UP,3,odps.SQL.158088978
maxcompute-table.cdo_meta.hr_users,maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,SQL,UP,3,odps.SQL.158088978
maxcompute-table.cdo_meta.m1_odps_table_only,maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,SQL,UP,3,odps.SQL.158088978
maxcompute-table.cdo_meta.ms_base_meta_table,maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,SQL,UP,3,odps.SQL.158088978
maxcompute-table.cdo_meta.ods_d_base_meta_table_label,maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,SQL,UP,3,odps.SQL.158088978
maxcompute-table.dataworks_analyze.ads_dm_merge_tables_and_views,maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,SQL,UP,3,odps.SQL.158088978
maxcompute-table.dataworks_analyze.dim_user_info_d,maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,SQL,UP,3,odps.SQL.158088978
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_columns_v2,maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,SQL,UP,3,odps.SQL.158088978
maxcompute-table.dataworks_analyze.dwd_model_engine_online_model_df,maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,SQL,UP,3,odps.SQL.158088978
maxcompute-table.dataworks_analyze.ods_dw_maxcompute_tables_df,maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,SQL,UP,3,odps.SQL.158088978
maxcompute-table.dataworks_analyze.rpt_d_odps_table_user_read_stats,maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,SQL,UP,3,odps.SQL.158088978
maxcompute-table.dataworks_app_feature.rpt_d_table_tag,maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,SQL,UP,3,odps.SQL.158088978
maxcompute-table.dataworks_meta.dim_dg_dmc_album_entity_relation_df,maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,SQL,UP,3,odps.SQL.158088978
maxcompute-table.dataworks_meta.ods_entity_classifications_df,maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,SQL,UP,3,odps.SQL.158088978
maxcompute-table.dataworks_meta.s_base_meta_album_entity_relation,maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,SQL,UP,3,odps.SQL.158088978
maxcompute-table.dw_data_governance.dws_d_dqc_table_stat_for_data_map,maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,SQL,UP,3,odps.SQL.158088978
maxcompute-table.dw_data_governance.dws_dg_table_health_info,maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,SQL,UP,3,odps.SQL.158088978
maxcompute-table.cdo_meta.m1_odps_task,maxcompute-table.dataworks_analyze.dwd_d_inst_derived_table_lineages,SQL,UP,3,odps.SQL.163067078
maxcompute-table.dataworks_analyze.m_column_filtered_lineage_private_domains,maxcompute-table.dataworks_analyze.dwd_d_inst_derived_table_lineages,SQL,UP,3,odps.SQL.163067078
maxcompute-table.dataworks_analyze.m_table_filtered_lineage_private_domains,maxcompute-table.dataworks_analyze.dwd_d_inst_derived_table_lineages,SQL,UP,3,odps.SQL.163067078
maxcompute-table.meta.m_column_lineage,maxcompute-table.dataworks_analyze.dwd_d_inst_derived_table_lineages,SQL,UP,3,odps.SQL.163067078
maxcompute-table.meta.m_table_lineage,maxcompute-table.dataworks_analyze.dwd_d_inst_derived_table_lineages,SQL,UP,3,odps.SQL.163067078
mysql-table.cd6d09b1deea0d1461170b2a7be2cc43318d319f,maxcompute-table.dataworks_meta.ods_phoenix_node_def_hh,DATAX,UP,3,datax.DATAX.232048496
maxcompute-table.cdo_boss.meta_app,maxcompute-table.onemeta.dim_meta_do_project_odps,SQL,UP,3,odps.SQL.141793686
maxcompute-table.cdo_meta.base_ods_base_project,maxcompute-table.onemeta.dim_meta_do_project_odps,SQL,UP,3,odps.SQL.141793686
maxcompute-table.cdo_meta.dim_project_region_infor,maxcompute-table.onemeta.dim_meta_do_project_odps,SQL,UP,3,odps.SQL.141793686
maxcompute-table.cdo_meta.hr_users,maxcompute-table.onemeta.dim_meta_do_project_odps,SQL,UP,3,odps.SQL.141793686
maxcompute-table.cdo_meta.m1_odps_project,maxcompute-table.onemeta.dim_meta_do_project_odps,SQL,UP,3,odps.SQL.141793686
maxcompute-table.onemeta.dim_meta_pub_staff,maxcompute-table.onemeta.dim_meta_do_project_odps,SQL,UP,3,odps.SQL.141793686
maxcompute-table.res_dg_service.dim_pub_bu_org_map,maxcompute-table.onemeta.dim_meta_do_project_odps,SQL,UP,3,odps.SQL.141793686
mysql-table.b0684e4aaaeca65433ca3d160f5d8d98b3b01253,maxcompute-table.cdo_boss.meta_table,DATAX,UP,4,datax.DATAX.361252
maxcompute-table.cdo_boss.meta_table_relation,maxcompute-table.cdo_boss.meta_table_relation,SQL,UP,4,odps.SQL.251982460
maxcompute-table.cdo_meta.m_ods_s_phoenix_node_def,maxcompute-table.cdo_meta.20240624_5867_mv_table_ab62cdb2cff51ba4188784c2d7af78e49c781ba8c99f9916251b51f2439ddd70,SQL,UP,4,odps.SQL.284422232
maxcompute-table.cdo_meta.m_dw_view_relation_result,maxcompute-table.cdo_meta.m_dw_odps_table_relations_based_on_js_and_sxml,SQL,UP,4,odps.SQL.740875
maxcompute-table.cdo_meta.odps_ckpermission_relation,maxcompute-table.cdo_meta.m_dw_odps_table_relations_based_on_js_and_sxml,SQL,UP,4,odps.SQL.740875
maxcompute-table.cdo_meta.odps_input_output_mapping,maxcompute-table.cdo_meta.m_dw_odps_table_relations_based_on_js_and_sxml,SQL,UP,4,odps.SQL.740875
maxcompute-table.cdo_meta.temp_ckpm_relation_with_skynet,maxcompute-table.cdo_meta.m_dw_odps_table_relations_based_on_js_and_sxml,SQL,UP,4,odps.SQL.740875
maxcompute-table.cdo_meta.temp_odps_table_relation_with_skynet,maxcompute-table.cdo_meta.m_dw_odps_table_relations_based_on_js_and_sxml,SQL,UP,4,odps.SQL.740875
maxcompute-table.cdo_meta.ods_phoenix_node_def_hh,maxcompute-table.cdo_meta.m_ods_s_phoenix_node_def,SQL,UP,4,odps.SQL.232721829
maxcompute-table.cdo_meta.dim_odps_table_storage_white_list_expire,maxcompute-table.cdo_meta.mc_dim_tables_and_views,SQL,UP,4,odps.SQL.357258
maxcompute-table.cdo_meta.dqc_entity,maxcompute-table.cdo_meta.mc_dim_tables_and_views,SQL,UP,4,odps.SQL.357258
maxcompute-table.cdo_meta.dw_table_no_partitioned_records,maxcompute-table.cdo_meta.mc_dim_tables_and_views,SQL,UP,4,odps.SQL.357258
maxcompute-table.cdo_meta.dw_table_partitions,maxcompute-table.cdo_meta.mc_dim_tables_and_views,SQL,UP,4,odps.SQL.357258
maxcompute-table.cdo_meta.dws_odps_table_skynet_mapping,maxcompute-table.cdo_meta.mc_dim_tables_and_views,SQL,UP,4,odps.SQL.357258
maxcompute-table.cdo_meta.m1_odps_table_column,maxcompute-table.cdo_meta.mc_dim_tables_and_views,SQL,UP,4,odps.SQL.357258
maxcompute-table.cdo_meta.m1_odps_table_only,maxcompute-table.cdo_meta.mc_dim_tables_and_views,SQL,UP,4,odps.SQL.357258
maxcompute-table.cdo_meta.m_dw_odps_always_update_table,maxcompute-table.cdo_meta.mc_dim_tables_and_views,SQL,UP,4,odps.SQL.357258
maxcompute-table.cdo_meta.m_dw_ods_table,maxcompute-table.cdo_meta.mc_dim_tables_and_views,SQL,UP,4,odps.SQL.357258
maxcompute-table.cdo_meta.m_odps_table_extra_info,maxcompute-table.cdo_meta.mc_dim_tables_and_views,SQL,UP,4,odps.SQL.357258
maxcompute-table.cdo_meta.m_odps_table_granularity,maxcompute-table.cdo_meta.mc_dim_tables_and_views,SQL,UP,4,odps.SQL.357258
maxcompute-table.cdo_meta.meta_archive,maxcompute-table.cdo_meta.mc_dim_tables_and_views,SQL,UP,4,odps.SQL.357258
maxcompute-table.cdo_meta.meta_table_expect_optimize_size,maxcompute-table.cdo_meta.mc_dim_tables_and_views,SQL,UP,4,odps.SQL.357258
maxcompute-table.cdo_meta.temp_odps_table_info,maxcompute-table.cdo_meta.mc_dim_tables_and_views,SQL,UP,4,odps.SQL.357258
maxcompute-table.cdo_meta.temp_odps_table_partition_num,maxcompute-table.cdo_meta.mc_dim_tables_and_views,SQL,UP,4,odps.SQL.357258
maxcompute-table.meta.m_resource,maxcompute-table.cdo_meta.mc_dim_tables_and_views,SQL,UP,4,odps.SQL.357258
maxcompute-table.onemeta.dim_meta_do_table_access_odps_nd,maxcompute-table.cdo_meta.mc_dim_tables_and_views,SQL,UP,4,odps.SQL.357258
maxcompute-table.udap_meta.mds_rmd_govern_table_mitem_base_1d,maxcompute-table.cdo_meta.mc_dim_tables_and_views,SQL,UP,4,odps.SQL.357258
maxcompute-table.cdo_meta.m1_odps_view_only,maxcompute-table.cdo_meta.odps_input_output_mapping,SQL,UP,4,odps.SQL.878254
maxcompute-table.cdo_meta.m_dw_odps_input_output,maxcompute-table.cdo_meta.odps_input_output_mapping,SQL,UP,4,odps.SQL.878254
maxcompute-table.cdo_meta.m_dw_odps_task,maxcompute-table.cdo_meta.odps_input_output_mapping,SQL,UP,4,odps.SQL.878254
maxcompute-table.cdo_meta.meta_skynet_node_def,maxcompute-table.cdo_meta.temp_odps_table_relation_with_skynet,SQL,UP,4,odps.SQL.1571846
maxcompute-table.cdo_meta.odps_input_output_mapping,maxcompute-table.cdo_meta.temp_odps_table_relation_with_skynet,SQL,UP,4,odps.SQL.1571846
maxcompute-table.dataworks_meta.ods_d_base_meta_op_log,maxcompute-table.cdo_meta.dmc_base_meta_op_log,SQL,UP,4,odps.SQL.253890484
maxcompute-table.dataworks_meta.ods_d_base_meta_category_table_relation,maxcompute-table.cdo_meta.dw_meta_category,SQL,UP,4,odps.SQL.255557808
maxcompute-table.cdo_meta.dim_is_hr_dept_info,maxcompute-table.cdo_meta.hr_users,SQL,UP,4,odps.SQL.6917400
maxcompute-table.xxpt_cdm_dw.dim_is_hr_dept_info,maxcompute-table.cdo_meta.hr_users,SQL,UP,4,odps.SQL.6917400
maxcompute-table.xxpt_cdm_dw.dwd_is_usr_emp_info_last_f,maxcompute-table.cdo_meta.hr_users,SQL,UP,4,odps.SQL.6917400
maxcompute-table.cdo_meta.m1_odps_partition_only,maxcompute-table.cdo_meta.m1_odps_table_only,SQL,UP,4,odps.SQL.1559913
maxcompute-table.cdo_meta.s_m_table,maxcompute-table.cdo_meta.m1_odps_table_only,SQL,UP,4,odps.SQL.1559913
mysql-table.00b583ef9c54b8cf2c211183c1348a9cd5676436,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.00ca2934f9b8cf141d8bda398efa2ba43bbe992e,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.017a78c299a97ef5d59a9dbb0ff1fbb6abb41beb,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.01d2ea8cbf6ca2872002026282172b2857dbf22a,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.02aa77482c6895f31743c625843f6f9cf4917fdf,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.02db0fef630efc4ae7fad2919821fa909f34dbbf,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.07908e991e30e481ba630922312b32a4c5da0433,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.0854b1eb4a07e7cc4b725de7643b9f4ac0b0923e,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.0a13b01ae764fbb9fc142d59e3f26856a4ccb5b7,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.0a59ca884b56f97346ca305703a924f168cd736b,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.0a66913b371598d0714501f1499d8ff06e6eee5c,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.0adbc3452ea873499a7a3234a5f74e7f76b7341e,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.0b9b92ae65366f697e3e8271210f4a97d5d9509d,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.0c68654737eb98ba23b6abda7f8a0c05fad3768c,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.0cc32194b302b44a43c1d89e6386cfaac4e44872,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.0d2bae628bf5c99ead7f9b421cf5ee63ad1cc2af,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.0e7af46331955c79907e06bbee68427b19005975,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.0e7f9d17ca683ff519ad916a1a79bd31b450a069,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.0fcde50e95bceddbf29acd1adaae723fb8f36475,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.127315bb36f5dd1d9f685089c5c69629855f307d,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.132bcc7c383cf7bcc4957973d08f0af3972464a7,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.13c15d188454f45310d29beaf3d587eb264e1743,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.1455b98f82f1e3675e839185e53a4c5b91b60d10,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.15425f3857fb105f8d8565c470eea8f6cd51db96,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.1611119f381795107597543000a50bbfc9b57aa6,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.188735f3100d5bedd2dde42f664ac98775fb0922,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.18ae7a0b53011b6e961b02beec0d846d9b7b2aaa,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.1951144647428efa44d2e9673f51b991a551944d,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.1b02576d26a3d58f6ce1e4ca352805b93c9db1a2,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.1b4782b47b6b18240b0239d175a109d21aab01a1,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.1b7958954f8e237fc18e74f404aa7e9fcce103c4,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.1dc93c492835bca7ffa689f24ea0d0e3cf56743b,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.1ddac6c0aa783cc108f56ead704172443ee4960f,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.1eb35d0ef7703b5895d8b22a2f6eff20e64cbf3d,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.1f20964e1c81024c92bbc6628e992ebce1011e7e,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.20daeed7fc69aa22541f250963b14d8c809bdbb2,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.21a08051267ac3d74e383c3de1dbe7e597f7378b,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.21d7813f0aca54a5b951bccc29adf6eae4f197c6,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.22a101028cbb9f5f3f01ee3f82c0a2e622f13f18,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.22e54dea633de0015d862a55f2fd3075924a1b72,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.22ee0c35ca1a7b52ef2ef4dc41ff78f4cba83078,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.243b750e220071b36c849db378c4c5a87721c253,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.249b06758f3817811af00e338545f159d5699188,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.24a2128b7732b91e0f6a5f065f59cf317b142072,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.24e4517cfc8f81bf93823fac36dcfed180fb3ef9,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.2526c96faa703c417e0e2edfac2efe0392265132,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.2669cf3023bf0513339ad65ce9df4f56591114fc,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.26bd78a6acb911d03d0ce454a13679339bddff72,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.26fc2182613c8f23ad9cd82669d332e714ff1746,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.2a4739237e0cfa8fb7e482b6f7f4120da7a31e17,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.2afb0828b93634a2432c1cf646d24748a1405940,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.2b54422071a02a21d4b8987740c73a2106272454,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.2b8ee89a75632d793235373d7f625b6599db05b6,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.2c10467c182d01e990c2aebea4c1427d3d87c97c,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.2c7c7658a977d5c094b7f3e67bc7e388d0d95387,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.2ddce5af057f027e9c9fd4e194edb42f757af4ec,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.2dde4236cfba43b15cbe180d8f106ec1f92db5a9,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.2e17c4ffc6f06e54cbb8d47390b4af7b980f7224,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.31b40fbfb1254e9b30c380ad0803854693e7919a,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.3214d674eabaccd8417ecb0eb246c67a878e440b,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.32572a356cf70433ed25e2f8e6f6937127a42213,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
