src_qualified_name,dst_qualified_name,relationship_type,direction,depth,relationship_ids
maxcompute-table.isa_dt2jk.dataworks_analyze_rpt_d_odps_table_user_read_detail_v2_adex_44_29844_view,maxcompute-table.alihealth_msfx.dataworks_analyze_rpt_d_odps_table_user_read_detail_v2_adex_44_29844_view,SQL,DOWN,6,odps.alihealth_msfx.dataworks_analyze_rpt_d_odps_table_user_read_detail_v2_adex_44_29844_view
maxcompute-table.isa_tb.dataworks_analyze_rpt_d_odps_table_user_read_detail_v1_adex_2_8303_view,maxcompute-table.useranalysis.dataworks_analyze_rpt_d_odps_table_user_read_detail_v1_adex_2_8303_view,SQL,DOWN,6,odps.useranalysis.dataworks_analyze_rpt_d_odps_table_user_read_detail_v1_adex_2_8303_view
maxcompute-table.isa_tb.dataworks_analyze_rpt_d_odps_table_user_read_detail_v1_adex_2_8303_view,maxcompute-table.useranalysis.dwd_userinsight_table_user_read_detail,SQL,DOWN,6,odps.SQL.302418356
maxcompute-table.dataworks_analyze.dwd_d_table_lineage_with_derive_time,maxcompute-table.dataworks_meta.dwd_dg_dmc_lineage_table_di,SQL,DOWN,6,odps.SQL.215399000
maxcompute-table.dataworks_analyze.meta_table_lineage,maxcompute-table.dataworks_analyze.meta_table_lineage_statistics,SQL,DOWN,6,odps.SQL.163035315
maxcompute-table.dataworks_analyze.meta_table_lineage,maxcompute-table.dataworks_analyze.meta_table_lineage_with_user,SQL,DOWN,6,odps.SQL.163079158
maxcompute-table.dataworks_analyze.meta_table_lineage,maxcompute-table.dataworks_analyze.rpt_d_table_lineage,SQL,DOWN,6,odps.SQL.163035229
maxcompute-table.dataworks_analyze.meta_table_lineage,maxcompute-table.ecodata_dist.icbu_jspt_meta_table_lineage_view,SQL,DOWN,6,odps.ecodata_dist.icbu_jspt_meta_table_lineage_view
maxcompute-table.dataworks_analyze.meta_table_lineage,maxcompute-table.ecodata_dist.vabt_jspt_meta_table_lineage_view,SQL,DOWN,6,odps.SQL.183836123
maxcompute-table.dataworks_analyze.meta_table_lineage,maxcompute-table.fin_data_platform.fin_meta_table_lineage,SQL,DOWN,6,odps.SQL.183836123
maxcompute-table.dataworks_meta.dwd_d_meta_table_producing_nodes,maxcompute-table.dataworks_meta.rpt_m_meta_table_producing_nodes,SQL,DOWN,6,odps.SQL.237905738
maxcompute-table.dataworks_meta.dwd_d_meta_table_producing_tasks,maxcompute-table.dataworks_meta.rpt_m_meta_table_producing_tasks,SQL,DOWN,6,odps.SQL.237715095
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,elasticsearch-index.1f0d2024fa090a09e2a97ff7126fb9988b268228,DATAX,DOWN,7,datax.DATAX.293951786
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,elasticsearch-index.763407190f99fa24972a7172aacde74107b15bcf,DATAX,DOWN,7,datax.DATAX.293951786
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,maxcompute-table.alsc_cdm.dim_alsc_meta_odps_table_extend,SQL,DOWN,7,odps.SQL.282501077
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,maxcompute-table.alsc_cdm.dwd_alsc_meta_modelstudio_model_detail_model_df,SQL,DOWN,7,odps.SQL.231657544
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,maxcompute-table.cdc_meta.dim_meta_dw_dmc_do_maxcompute_tables,SQL,DOWN,7,odps.SQL.275032713
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,maxcompute-table.cndata.adm_csn_ai_rag_tab_metadata,SQL,DOWN,7,odps.SQL.295014992
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,maxcompute-table.cndata.adm_csn_sjtab,SQL,DOWN,7,odps.SQL.253383739
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,maxcompute-table.cndata.adm_csn_whc_table_res_detail_df,SQL,DOWN,7,odps.SQL.293310940
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,maxcompute-table.cndata.tmp_ty_date_model_info,SQL,DOWN,7,odps.SQL.295014992
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,maxcompute-table.dataworks_analyze.ads_datamap_table_count_statistics,SQL,DOWN,7,odps.SQL.241928791
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,maxcompute-table.dataworks_analyze.ads_meta_maxcompute_completion,SQL,DOWN,7,odps.SQL.241157678
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2_for_igraph,SQL,DOWN,7,odps.SQL.267279455
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,maxcompute-table.dataworks_analyze.rpt_d_column_lineage,SQL,DOWN,7,odps.SQL.229237754
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,maxcompute-table.dataworks_analyze.rpt_d_table_lineage,SQL,DOWN,7,odps.SQL.163035229
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,maxcompute-table.dataworks_analyze.temp_20260525_dws_dac_model_engine_table_metrics_dmc_nd,SQL,DOWN,7,odps.SQL.241368327
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,maxcompute-table.dataworks_analyze.temp_20260526_dws_dac_maxcompute_table_metrics_dmc_nd,SQL,DOWN,7,odps.SQL.245834386
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,maxcompute-table.dataworks_analyze.temp_20260526_dws_dac_model_engine_table_metrics_dmc_nd,SQL,DOWN,7,odps.SQL.241368327
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,maxcompute-table.dataworks_analyze.temp_20260527_dws_dac_maxcompute_table_metrics_dmc_nd,SQL,DOWN,7,odps.SQL.245834386
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,maxcompute-table.dataworks_analyze.temp_20260527_dws_dac_model_engine_table_metrics_dmc_nd,SQL,DOWN,7,odps.SQL.241368327
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,maxcompute-table.dataworks_analyze.temp_20260528_dws_dac_maxcompute_table_metrics_dmc_nd,SQL,DOWN,7,odps.SQL.245834386
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,maxcompute-table.dataworks_analyze.temp_20260528_dws_dac_model_engine_table_metrics_dmc_nd,SQL,DOWN,7,odps.SQL.241368327
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,maxcompute-table.dataworks_analyze.tmp_d_table_lineage_with_skynets,SQL,DOWN,7,odps.SQL.163067078
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,maxcompute-table.dataworks_meta.ads_meta_suggestion_table,SQL,DOWN,7,odps.SQL.279352040
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,maxcompute-table.dataworks_meta.dim_dg_dmc_odps_table_entity_df,SQL,DOWN,7,odps.SQL.219348671
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,maxcompute-table.dataworks_meta.dwd_dg_dmc_table_di,SQL,DOWN,7,odps.SQL.307317948
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,maxcompute-table.dataworks_meta.dws_maxcompute_table_with_meta,SQL,DOWN,7,odps.SQL.297487951
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,maxcompute-table.dataworks_meta.rpt_d_object_entity_lineage_to_ots,SQL,DOWN,7,"odps.SQL.291673633,odps.SQL.303519035"
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,maxcompute-table.dataworks_meta.temp_20260525_dws_dac_model_engine_table_metrics_dmc_nd,SQL,DOWN,7,odps.SQL.261117424
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,maxcompute-table.dataworks_meta.temp_20260526_dws_dac_maxcompute_table_metrics_dmc_nd,SQL,DOWN,7,odps.SQL.261111818
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,maxcompute-table.dataworks_meta.temp_20260526_dws_dac_model_engine_table_metrics_dmc_nd,SQL,DOWN,7,odps.SQL.261117424
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,maxcompute-table.dataworks_meta.temp_20260527_dws_dac_maxcompute_table_metrics_dmc_nd,SQL,DOWN,7,odps.SQL.261111818
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,maxcompute-table.dataworks_meta.temp_20260527_dws_dac_model_engine_table_metrics_dmc_nd,SQL,DOWN,7,odps.SQL.261117424
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,maxcompute-table.dataworks_meta.temp_20260528_dws_dac_maxcompute_table_metrics_dmc_nd,SQL,DOWN,7,odps.SQL.261111818
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,maxcompute-table.dataworks_meta.temp_20260528_dws_dac_model_engine_table_metrics_dmc_nd,SQL,DOWN,7,odps.SQL.261117424
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,maxcompute-table.dsc_safe_middle_layer.dsc_20565_61851_dw_meta_maxcompute_tables_v2_safe_view,SQL,DOWN,7,odps.dsc_safe_middle_layer.dsc_20565_61851_dw_meta_maxcompute_tables_v2_safe_view
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,maxcompute-table.dsc_safe_middle_layer.dsc_25953_25896_dw_meta_maxcompute_tables_v2_safe_view,SQL,DOWN,7,odps.dsc_safe_middle_layer.dsc_25953_25896_dw_meta_maxcompute_tables_v2_safe_view
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,maxcompute-table.dsc_safe_middle_layer.dsc_96991_71356_77681_dw_meta_maxcompute_tables_v2_safe_view,SQL,DOWN,7,odps.SQL.286126509
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,maxcompute-table.dw_data_governance.dwd_d_dw_noread_leave_nodes_last_days_dg,SQL,DOWN,7,odps.SQL.215327815
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,maxcompute-table.dw_data_governance.rpt_d_odps_dw_tenant_table,SQL,DOWN,7,odps.SQL.215650107
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,maxcompute-table.icbu_security_tech.dwd_twin_table_df,SQL,DOWN,7,odps.SQL.242422314
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,maxcompute-table.intern_study.dim_dw_meta_tables,SQL,DOWN,7,odps.SQL.178706472
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,maxcompute-table.isa_dt2cn.dataworks_analyze_dw_meta_maxcompute_tables_v2_adex_34_884_view,SQL,DOWN,7,"odps.SQL.293310940,odps.SQL.295014992"
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,maxcompute-table.isa_dt2eleme_lzs.glqforbdshtoshlzs_jspt_dw_meta_maxcompute_tables_v2_view,SQL,DOWN,7,"odps.SQL.282501077,odps.SQL.231657544"
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,maxcompute-table.isa_dt2icbu.glqforicbu_jspt_dw_meta_maxcompute_tables_v2_view,SQL,DOWN,7,odps.SQL.242422314
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,maxcompute-table.isa_tb.dataworks_analyze_dw_meta_maxcompute_tables_v2_v140_adex_2_3253_view,SQL,DOWN,7,odps.SQL.275032713
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,maxcompute-table.meta_cdm.meta_table_rec_score,SQL,DOWN,7,odps.SQL.183936826
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,maxcompute-table.meta_cdm.meta_user_table_bunames,SQL,DOWN,7,odps.SQL.199545488
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,maxcompute-table.meta_cdm.meta_user_table_owners,SQL,DOWN,7,odps.SQL.200066435
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,maxcompute-table.meta_cdm.meta_user_table_weight_1d,SQL,DOWN,7,odps.SQL.164068801
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,maxcompute-table.meta_cdm.meta_user_table_weight_action_1d,SQL,DOWN,7,odps.SQL.168841569
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,maxcompute-table.one_dfd.dim_odps_data_bxs_table,SQL,DOWN,7,odps.SQL.185407723
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,maxcompute-table.one_dfd.tmp_dim_odps_data_bxs_table_v2_0,SQL,DOWN,7,odps.SQL.289363406
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,maxcompute-table.secbase.adl_genbu_odps_asset_info,SQL,DOWN,7,odps.SQL.286126509
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,maxcompute-table.undata_lake.dim_dw_meta_tables_comment,SQL,DOWN,7,odps.SQL.172761518
maxcompute-table.dw_data_governance.dwd_schema_standard_table_info_dg,maxcompute-table.dataworks_app_feature.dwd_dt_tag_asset_dg,SQL,DOWN,7,odps.SQL.284789987
maxcompute-table.dw_data_governance.dwd_schema_standard_table_info_dg,maxcompute-table.dataworks_app_feature.rpt_d_table_tag,SQL,DOWN,7,odps.SQL.287537921
maxcompute-table.dw_data_governance.dwd_schema_standard_table_info_dg,maxcompute-table.dw_data_governance.calc_table_score_deduct_detail,SQL,DOWN,7,odps.SQL.266078577
maxcompute-table.dw_data_governance.dwd_schema_standard_table_info_dg,maxcompute-table.dw_data_governance.dwd_asset_metric_dg,SQL,DOWN,7,odps.SQL.285873307
maxcompute-table.dw_data_governance.dwd_schema_standard_table_info_dg,maxcompute-table.dw_data_governance.dwd_d_dqc_entity_no_follower_dg,SQL,DOWN,7,odps.SQL.297680138
maxcompute-table.dw_data_governance.dwd_schema_standard_table_info_dg,maxcompute-table.dw_data_governance.dwd_d_dqc_rule_is_invalid_dg,SQL,DOWN,7,odps.SQL.297668963
maxcompute-table.dw_data_governance.dwd_schema_standard_table_info_dg,maxcompute-table.dw_data_governance.dwd_d_dqc_rule_no_open_dg,SQL,DOWN,7,odps.SQL.297677463
maxcompute-table.dw_data_governance.dwd_schema_standard_table_info_dg,maxcompute-table.dw_data_governance.dwd_d_dqc_rule_run_error_dg,SQL,DOWN,7,odps.SQL.297683024
maxcompute-table.dw_data_governance.dwd_schema_standard_table_info_dg,maxcompute-table.dw_data_governance.dwd_d_dt_table_info_dg,SQL,DOWN,7,odps.SQL.268106268
maxcompute-table.dw_data_governance.dwd_schema_standard_table_info_dg,maxcompute-table.dw_data_governance.dwd_d_dw_output_noread_tables_experiment_dg,SQL,DOWN,7,odps.SQL.215563867
maxcompute-table.dw_data_governance.dwd_schema_standard_table_info_dg,maxcompute-table.dw_data_governance.dwd_d_dw_table_dqc_error_last_days_dg,SQL,DOWN,7,odps.SQL.215638290
maxcompute-table.dw_data_governance.dwd_schema_standard_table_info_dg,maxcompute-table.dw_data_governance.dwd_d_dw_table_no_dqc_dg,SQL,DOWN,7,odps.SQL.215635255
maxcompute-table.dw_data_governance.dwd_schema_standard_table_info_dg,maxcompute-table.dw_data_governance.dwd_d_dw_upstream_nodes_empty_today_dg,SQL,DOWN,7,odps.SQL.214590272
maxcompute-table.dw_data_governance.dwd_schema_standard_table_info_dg,maxcompute-table.dw_data_governance.dwd_d_node_table_owner_consistency,SQL,DOWN,7,odps.SQL.274164496
maxcompute-table.dw_data_governance.dwd_schema_standard_table_info_dg,maxcompute-table.dw_data_governance.dwd_d_node_use_non_partition_table_dg,SQL,DOWN,7,odps.SQL.290956013
maxcompute-table.dw_data_governance.dwd_schema_standard_table_info_dg,maxcompute-table.dw_data_governance.dwd_d_odps_table_life_cycle_too_long,SQL,DOWN,7,odps.SQL.256449534
maxcompute-table.dw_data_governance.dwd_schema_standard_table_info_dg,maxcompute-table.dw_data_governance.dwd_d_output_table_name_inconsistent_nodes_dg,SQL,DOWN,7,odps.SQL.291555076
maxcompute-table.dw_data_governance.dwd_schema_standard_table_info_dg,maxcompute-table.dw_data_governance.dwd_data_asset_dg,SQL,DOWN,7,odps.SQL.290950340
maxcompute-table.dw_data_governance.dwd_schema_standard_table_info_dg,maxcompute-table.dw_data_governance.dwd_dim_data_asset_dg,SQL,DOWN,7,odps.SQL.299300079
maxcompute-table.dw_data_governance.dwd_schema_standard_table_info_dg,maxcompute-table.dw_data_governance.dwd_fact_data_asset_dw_project_dg,SQL,DOWN,7,odps.SQL.297417760
maxcompute-table.dw_data_governance.dwd_schema_standard_table_info_dg,maxcompute-table.dw_data_governance.dwd_schema_standard_table_priority_dg,SQL,DOWN,7,odps.SQL.307886938
maxcompute-table.dw_data_governance.dwd_schema_standard_table_info_dg,maxcompute-table.dw_data_governance.dwd_tag_asset_relation_offline_dg,SQL,DOWN,7,odps.SQL.285876115
maxcompute-table.dw_data_governance.dwd_schema_standard_table_info_dg,maxcompute-table.dw_data_governance.dwd_tag_asset_statistics_dg,SQL,DOWN,7,odps.SQL.287540679
maxcompute-table.dw_data_governance.dwd_schema_standard_table_info_dg,maxcompute-table.dw_data_governance.dws_dg_table_health_info,SQL,DOWN,7,odps.SQL.294721780
maxcompute-table.dw_data_governance.dwd_schema_standard_table_info_dg,maxcompute-table.dw_data_governance.dws_wide_data_asset_table_dg,SQL,DOWN,7,odps.SQL.299291669
maxcompute-table.dw_data_governance.dwd_schema_standard_table_info_dg,maxcompute-table.dw_data_governance.rpt_d_analyze_table_detail_temp_dg,SQL,DOWN,7,odps.SQL.215647270
maxcompute-table.dw_data_governance.dwd_schema_standard_table_info_dg,maxcompute-table.dw_data_governance.tmp_dws_tables_df_dg,SQL,DOWN,7,odps.SQL.297417760
maxcompute-table.dw_data_governance.dwd_schema_standard_table_info_dg,maxcompute-table.dw_data_governance.tmp_schema_standard_table_metric_profit_dg,SQL,DOWN,7,odps.SQL.288119854
maxcompute-table.dataworks_meta.dwd_dg_dmc_lineage_table_di,maxcompute-table.ailabsods.s_ailabs__dataworks_meta__dwd_dg_dmc_lineage_table_di,SQL,DOWN,7,odps.SQL.252802758
maxcompute-table.dataworks_meta.dwd_dg_dmc_lineage_table_di,maxcompute-table.aliyun_resource_center.odps_meta_info,SQL,DOWN,7,odps.SQL.308729808
maxcompute-table.dataworks_meta.dwd_dg_dmc_lineage_table_di,maxcompute-table.aliyun_secaudit.aly_odps_table_lineage_1layer,SQL,DOWN,7,odps.SQL.309619153
maxcompute-table.dataworks_meta.dwd_dg_dmc_lineage_table_di,maxcompute-table.aliyun_secaudit.mingye_temp_caigou_gpu_odps_table_child,SQL,DOWN,7,odps.SQL.306737304
maxcompute-table.dataworks_meta.dwd_dg_dmc_lineage_table_di,maxcompute-table.aliyun_wanglou_dw.ods_aly_pub_dataworks_meta_dmc_table_lineage,SQL,DOWN,7,odps.SQL.258308206
maxcompute-table.dataworks_meta.dwd_dg_dmc_lineage_table_di,maxcompute-table.cbu_wireless_quality.cbu_assets_effection_odps2db,SQL,DOWN,7,odps.SQL.263559405
maxcompute-table.dataworks_meta.dwd_dg_dmc_lineage_table_di,maxcompute-table.cto_ecs.v_dwd_dg_dmc_lineage_table_di,SQL,DOWN,7,odps.cto_ecs.v_dwd_dg_dmc_lineage_table_di
maxcompute-table.dataworks_meta.dwd_dg_dmc_lineage_table_di,maxcompute-table.dayu.dwd_gts_table_lineage_info_df,SQL,DOWN,7,odps.SQL.269393942
maxcompute-table.dataworks_meta.dwd_dg_dmc_lineage_table_di,maxcompute-table.dsc_common_layer.dsc_96991_71356_39298_dwd_dg_dmc_lineage_table_di_safe_view,SQL,DOWN,7,odps.SQL.269393942
maxcompute-table.dataworks_meta.dwd_dg_dmc_lineage_table_di,maxcompute-table.dsc_common_layer.dsc_96991_71356_53914_dwd_dg_dmc_lineage_table_di_safe_view,SQL,DOWN,7,odps.dsc_common_layer.dsc_96991_71356_53914_dwd_dg_dmc_lineage_table_di_safe_view
maxcompute-table.dataworks_meta.dwd_dg_dmc_lineage_table_di,maxcompute-table.dsc_common_layer.dsc_96991_71356_66095_dwd_dg_dmc_lineage_table_di_safe_view,SQL,DOWN,7,odps.dsc_common_layer.dsc_96991_71356_66095_dwd_dg_dmc_lineage_table_di_safe_view
maxcompute-table.dataworks_meta.dwd_dg_dmc_lineage_table_di,maxcompute-table.dsc_common_layer.dsc_96991_71356_dwd_dg_dmc_lineage_table_di_safe_view,SQL,DOWN,7,odps.dsc_common_layer.dsc_96991_71356_dwd_dg_dmc_lineage_table_di_safe_view
maxcompute-table.dataworks_meta.dwd_dg_dmc_lineage_table_di,maxcompute-table.dsc_safe_middle_layer.dsc_96991_71356_13002_dwd_dg_dmc_lineage_table_di_safe_view,SQL,DOWN,7,odps.SQL.269393942
maxcompute-table.dataworks_meta.dwd_dg_dmc_lineage_table_di,maxcompute-table.dsc_safe_middle_layer.dsc_96991_71356_13472_dwd_dg_dmc_lineage_table_di_safe_view,SQL,DOWN,7,odps.dsc_safe_middle_layer.dsc_96991_71356_13472_dwd_dg_dmc_lineage_table_di_safe_view
maxcompute-table.dataworks_meta.dwd_dg_dmc_lineage_table_di,maxcompute-table.dsc_safe_middle_layer.dsc_96991_71356_16630_dwd_dg_dmc_lineage_table_di_safe_view,SQL,DOWN,7,odps.dsc_safe_middle_layer.dsc_96991_71356_16630_dwd_dg_dmc_lineage_table_di_safe_view
maxcompute-table.dataworks_meta.dwd_dg_dmc_lineage_table_di,maxcompute-table.dsc_safe_middle_layer.dsc_96991_71356_21436_dwd_dg_dmc_lineage_table_di_safe_view,SQL,DOWN,7,odps.dsc_safe_middle_layer.dsc_96991_71356_21436_dwd_dg_dmc_lineage_table_di_safe_view
maxcompute-table.dataworks_meta.dwd_dg_dmc_lineage_table_di,maxcompute-table.dsc_safe_middle_layer.dsc_96991_71356_40611_dwd_dg_dmc_lineage_table_di_safe_view,SQL,DOWN,7,odps.dsc_safe_middle_layer.dsc_96991_71356_40611_dwd_dg_dmc_lineage_table_di_safe_view
maxcompute-table.dataworks_meta.dwd_dg_dmc_lineage_table_di,maxcompute-table.dsc_safe_middle_layer.dsc_96991_71356_42385_dwd_dg_dmc_lineage_table_di_safe_view,SQL,DOWN,7,"odps.SQL.309619153,odps.SQL.306737304"
maxcompute-table.dataworks_meta.dwd_dg_dmc_lineage_table_di,maxcompute-table.dsc_safe_middle_layer.dsc_96991_71356_49718_dwd_dg_dmc_lineage_table_di_safe_view,SQL,DOWN,7,odps.dsc_safe_middle_layer.dsc_96991_71356_49718_dwd_dg_dmc_lineage_table_di_safe_view
maxcompute-table.dataworks_meta.dwd_dg_dmc_lineage_table_di,maxcompute-table.dsc_safe_middle_layer.dsc_96991_71356_72227_dwd_dg_dmc_lineage_table_di_safe_view,SQL,DOWN,7,odps.dsc_safe_middle_layer.dsc_96991_71356_72227_dwd_dg_dmc_lineage_table_di_safe_view
maxcompute-table.dataworks_meta.dwd_dg_dmc_lineage_table_di,maxcompute-table.dsc_safe_middle_layer.dsc_96991_71356_80087_dwd_dg_dmc_lineage_table_di_safe_view,SQL,DOWN,7,odps.dsc_safe_middle_layer.dsc_96991_71356_80087_dwd_dg_dmc_lineage_table_di_safe_view
maxcompute-table.dataworks_meta.dwd_dg_dmc_lineage_table_di,maxcompute-table.dsc_safe_middle_layer.dsc_96991_71356_94548_dwd_dg_dmc_lineage_table_di_safe_view,SQL,DOWN,7,odps.dsc_safe_middle_layer.dsc_96991_71356_94548_dwd_dg_dmc_lineage_table_di_safe_view
