qualified_name,entity_guid,entity_type,name,database_name,owner
maxcompute-table.dataworks_analyze.dwd_d_table_lineage_with_derive_time,odps.dataworks_analyze.dwd_d_table_lineage_with_derive_time,odps-table,dwd_d_table_lineage_with_derive_time,dataworks_analyze,149944
maxcompute-table.dataworks_analyze.meta_table_lineage,odps.dataworks_analyze.meta_table_lineage,odps-table,meta_table_lineage,dataworks_analyze,149944
maxcompute-table.dataworks_meta.dwd_d_meta_table_producing_nodes,odps.dataworks_meta.dwd_d_meta_table_producing_nodes,odps-table,dwd_d_meta_table_producing_nodes,dataworks_meta,085416
maxcompute-table.dataworks_meta.dwd_d_meta_table_producing_tasks,odps.dataworks_meta.dwd_d_meta_table_producing_tasks,odps-table,dwd_d_meta_table_producing_tasks,dataworks_meta,085416
mysql-table.f11ea9d6607e875e5033a2f85672d1c517b75b37,f11ea9d6607e875e5033a2f85672d1c517b75b37,mysql-table,base_table_access_uv,dw_metaservice,
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2,odps.dataworks_analyze.dw_meta_maxcompute_tables_v2,odps-table,dw_meta_maxcompute_tables_v2,dataworks_analyze,149944
maxcompute-table.dw_data_governance.dwd_schema_standard_table_info_dg,odps.dw_data_governance.dwd_schema_standard_table_info_dg,odps-table,dwd_schema_standard_table_info_dg,dw_data_governance,
maxcompute-table.alihealth_msfx.dataworks_analyze_rpt_d_odps_table_user_read_detail_v0_adex_44_29844_view,odps.alihealth_msfx.dataworks_analyze_rpt_d_odps_table_user_read_detail_v0_adex_44_29844_view,odps-table,dataworks_analyze_rpt_d_odps_table_user_read_detail_v0_adex_44_29844_view,alihealth_msfx,538996
maxcompute-table.alihealth_msfx.dataworks_analyze_rpt_d_odps_table_user_read_detail_v2_adex_44_29844_view,odps.alihealth_msfx.dataworks_analyze_rpt_d_odps_table_user_read_detail_v2_adex_44_29844_view,odps-table,dataworks_analyze_rpt_d_odps_table_user_read_detail_v2_adex_44_29844_view,alihealth_msfx,538996
maxcompute-table.useranalysis.dataworks_analyze_rpt_d_odps_table_user_read_detail_v1_adex_2_8303_view,odps.useranalysis.dataworks_analyze_rpt_d_odps_table_user_read_detail_v1_adex_2_8303_view,odps-table,dataworks_analyze_rpt_d_odps_table_user_read_detail_v1_adex_2_8303_view,useranalysis,400317
maxcompute-table.dataworks_meta.dwd_dg_dmc_lineage_table_di,odps.dataworks_meta.dwd_dg_dmc_lineage_table_di,odps-table,dwd_dg_dmc_lineage_table_di,dataworks_meta,149944
maxcompute-table.dataworks_analyze.meta_table_lineage_statistics,odps.dataworks_analyze.meta_table_lineage_statistics,odps-table,meta_table_lineage_statistics,dataworks_analyze,149944
maxcompute-table.dataworks_analyze.meta_table_lineage_with_user,odps.dataworks_analyze.meta_table_lineage_with_user,odps-table,meta_table_lineage_with_user,dataworks_analyze,149944
maxcompute-table.dataworks_analyze.rpt_d_table_lineage,odps.dataworks_analyze.rpt_d_table_lineage,odps-table,rpt_d_table_lineage,dataworks_analyze,149944
maxcompute-table.ecodata_dist.icbu_jspt_meta_table_lineage_view,odps.ecodata_dist.icbu_jspt_meta_table_lineage_view,odps-table,icbu_jspt_meta_table_lineage_view,ecodata_dist,117142
maxcompute-table.ecodata_dist.vabt_jspt_meta_table_lineage_view,odps.ecodata_dist.vabt_jspt_meta_table_lineage_view,odps-table,vabt_jspt_meta_table_lineage_view,ecodata_dist,268394
maxcompute-table.fin_data_platform.fin_meta_table_lineage,odps.fin_data_platform.fin_meta_table_lineage,odps-table,fin_meta_table_lineage,fin_data_platform,268394
maxcompute-table.dataworks_meta.rpt_m_meta_table_producing_nodes,odps.dataworks_meta.rpt_m_meta_table_producing_nodes,odps-table,rpt_m_meta_table_producing_nodes,dataworks_meta,085416
maxcompute-table.dataworks_meta.rpt_m_meta_table_producing_tasks,odps.dataworks_meta.rpt_m_meta_table_producing_tasks,odps-table,rpt_m_meta_table_producing_tasks,dataworks_meta,085416
elasticsearch-index.1f0d2024fa090a09e2a97ff7126fb9988b268228,1f0d2024fa090a09e2a97ff7126fb9988b268228,elasticsearch-index,dw_maxcompute_tables_20260527003000,,
elasticsearch-index.763407190f99fa24972a7172aacde74107b15bcf,763407190f99fa24972a7172aacde74107b15bcf,elasticsearch-index,dw_maxcompute_tables_20260528003000,,
maxcompute-table.alsc_cdm.dim_alsc_meta_odps_table_extend,odps.alsc_cdm.dim_alsc_meta_odps_table_extend,odps-table,dim_alsc_meta_odps_table_extend,alsc_cdm,508660
maxcompute-table.alsc_cdm.dwd_alsc_meta_modelstudio_model_detail_model_df,odps.alsc_cdm.dwd_alsc_meta_modelstudio_model_detail_model_df,odps-table,dwd_alsc_meta_modelstudio_model_detail_model_df,alsc_cdm,508660
maxcompute-table.cdc_meta.dim_meta_dw_dmc_do_maxcompute_tables,odps.cdc_meta.dim_meta_dw_dmc_do_maxcompute_tables,odps-table,dim_meta_dw_dmc_do_maxcompute_tables,cdc_meta,273010
maxcompute-table.cndata.adm_csn_ai_rag_tab_metadata,odps.cndata.adm_csn_ai_rag_tab_metadata,odps-table,adm_csn_ai_rag_tab_metadata,cndata,248630
maxcompute-table.cndata.adm_csn_sjtab,odps.cndata.adm_csn_sjtab,odps-table,adm_csn_sjtab,cndata,462682
maxcompute-table.cndata.adm_csn_whc_table_res_detail_df,odps.cndata.adm_csn_whc_table_res_detail_df,odps-table,adm_csn_whc_table_res_detail_df,cndata,460955
maxcompute-table.cndata.tmp_ty_date_model_info,odps.cndata.tmp_ty_date_model_info,odps-table,tmp_ty_date_model_info,cndata,248630
maxcompute-table.dataworks_analyze.ads_datamap_table_count_statistics,odps.dataworks_analyze.ads_datamap_table_count_statistics,odps-table,ads_datamap_table_count_statistics,dataworks_analyze,193167
maxcompute-table.dataworks_analyze.ads_meta_maxcompute_completion,odps.dataworks_analyze.ads_meta_maxcompute_completion,odps-table,ads_meta_maxcompute_completion,dataworks_analyze,079458
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_tables_v2_for_igraph,odps.dataworks_analyze.dw_meta_maxcompute_tables_v2_for_igraph,odps-table,dw_meta_maxcompute_tables_v2_for_igraph,dataworks_analyze,079458
maxcompute-table.dataworks_analyze.rpt_d_column_lineage,odps.dataworks_analyze.rpt_d_column_lineage,odps-table,rpt_d_column_lineage,dataworks_analyze,149944
maxcompute-table.dataworks_analyze.temp_20260525_dws_dac_model_engine_table_metrics_dmc_nd,odps.dataworks_analyze.temp_20260525_dws_dac_model_engine_table_metrics_dmc_nd,odps-table,temp_20260525_dws_dac_model_engine_table_metrics_dmc_nd,dataworks_analyze,084102
maxcompute-table.dataworks_analyze.temp_20260526_dws_dac_maxcompute_table_metrics_dmc_nd,odps.dataworks_analyze.temp_20260526_dws_dac_maxcompute_table_metrics_dmc_nd,odps-table,temp_20260526_dws_dac_maxcompute_table_metrics_dmc_nd,dataworks_analyze,
maxcompute-table.dataworks_analyze.temp_20260526_dws_dac_model_engine_table_metrics_dmc_nd,odps.dataworks_analyze.temp_20260526_dws_dac_model_engine_table_metrics_dmc_nd,odps-table,temp_20260526_dws_dac_model_engine_table_metrics_dmc_nd,dataworks_analyze,084102
maxcompute-table.dataworks_analyze.temp_20260527_dws_dac_maxcompute_table_metrics_dmc_nd,odps.dataworks_analyze.temp_20260527_dws_dac_maxcompute_table_metrics_dmc_nd,odps-table,temp_20260527_dws_dac_maxcompute_table_metrics_dmc_nd,dataworks_analyze,
maxcompute-table.dataworks_analyze.temp_20260527_dws_dac_model_engine_table_metrics_dmc_nd,odps.dataworks_analyze.temp_20260527_dws_dac_model_engine_table_metrics_dmc_nd,odps-table,temp_20260527_dws_dac_model_engine_table_metrics_dmc_nd,dataworks_analyze,084102
maxcompute-table.dataworks_analyze.temp_20260528_dws_dac_maxcompute_table_metrics_dmc_nd,odps.dataworks_analyze.temp_20260528_dws_dac_maxcompute_table_metrics_dmc_nd,odps-table,temp_20260528_dws_dac_maxcompute_table_metrics_dmc_nd,dataworks_analyze,
maxcompute-table.dataworks_analyze.temp_20260528_dws_dac_model_engine_table_metrics_dmc_nd,odps.dataworks_analyze.temp_20260528_dws_dac_model_engine_table_metrics_dmc_nd,odps-table,temp_20260528_dws_dac_model_engine_table_metrics_dmc_nd,dataworks_analyze,
maxcompute-table.dataworks_meta.ads_meta_suggestion_table,odps.dataworks_meta.ads_meta_suggestion_table,odps-table,ads_meta_suggestion_table,dataworks_meta,079458
maxcompute-table.dataworks_meta.dim_dg_dmc_odps_table_entity_df,odps.dataworks_meta.dim_dg_dmc_odps_table_entity_df,odps-table,dim_dg_dmc_odps_table_entity_df,dataworks_meta,149944
maxcompute-table.dataworks_meta.dwd_dg_dmc_table_di,odps.dataworks_meta.dwd_dg_dmc_table_di,odps-table,dwd_dg_dmc_table_di,dataworks_meta,149944
maxcompute-table.dataworks_meta.dws_maxcompute_table_with_meta,odps.dataworks_meta.dws_maxcompute_table_with_meta,odps-table,dws_maxcompute_table_with_meta,dataworks_meta,079458
maxcompute-table.dataworks_meta.rpt_d_object_entity_lineage_to_ots,odps.dataworks_meta.rpt_d_object_entity_lineage_to_ots,odps-table,rpt_d_object_entity_lineage_to_ots,dataworks_meta,149944
maxcompute-table.dataworks_meta.temp_20260525_dws_dac_model_engine_table_metrics_dmc_nd,odps.dataworks_meta.temp_20260525_dws_dac_model_engine_table_metrics_dmc_nd,odps-table,temp_20260525_dws_dac_model_engine_table_metrics_dmc_nd,dataworks_meta,084102
maxcompute-table.dataworks_meta.temp_20260526_dws_dac_maxcompute_table_metrics_dmc_nd,odps.dataworks_meta.temp_20260526_dws_dac_maxcompute_table_metrics_dmc_nd,odps-table,temp_20260526_dws_dac_maxcompute_table_metrics_dmc_nd,dataworks_meta,
maxcompute-table.dataworks_meta.temp_20260526_dws_dac_model_engine_table_metrics_dmc_nd,odps.dataworks_meta.temp_20260526_dws_dac_model_engine_table_metrics_dmc_nd,odps-table,temp_20260526_dws_dac_model_engine_table_metrics_dmc_nd,dataworks_meta,084102
maxcompute-table.dataworks_meta.temp_20260527_dws_dac_maxcompute_table_metrics_dmc_nd,odps.dataworks_meta.temp_20260527_dws_dac_maxcompute_table_metrics_dmc_nd,odps-table,temp_20260527_dws_dac_maxcompute_table_metrics_dmc_nd,dataworks_meta,
maxcompute-table.dataworks_meta.temp_20260527_dws_dac_model_engine_table_metrics_dmc_nd,odps.dataworks_meta.temp_20260527_dws_dac_model_engine_table_metrics_dmc_nd,odps-table,temp_20260527_dws_dac_model_engine_table_metrics_dmc_nd,dataworks_meta,084102
maxcompute-table.dataworks_meta.temp_20260528_dws_dac_maxcompute_table_metrics_dmc_nd,odps.dataworks_meta.temp_20260528_dws_dac_maxcompute_table_metrics_dmc_nd,odps-table,temp_20260528_dws_dac_maxcompute_table_metrics_dmc_nd,dataworks_meta,
maxcompute-table.dataworks_meta.temp_20260528_dws_dac_model_engine_table_metrics_dmc_nd,odps.dataworks_meta.temp_20260528_dws_dac_model_engine_table_metrics_dmc_nd,odps-table,temp_20260528_dws_dac_model_engine_table_metrics_dmc_nd,dataworks_meta,
maxcompute-table.dsc_safe_middle_layer.dsc_20565_61851_dw_meta_maxcompute_tables_v2_safe_view,odps.dsc_safe_middle_layer.dsc_20565_61851_dw_meta_maxcompute_tables_v2_safe_view,odps-table,dsc_20565_61851_dw_meta_maxcompute_tables_v2_safe_view,dsc_safe_middle_layer,051587
maxcompute-table.dsc_safe_middle_layer.dsc_25953_25896_dw_meta_maxcompute_tables_v2_safe_view,odps.dsc_safe_middle_layer.dsc_25953_25896_dw_meta_maxcompute_tables_v2_safe_view,odps-table,dsc_25953_25896_dw_meta_maxcompute_tables_v2_safe_view,dsc_safe_middle_layer,051587
maxcompute-table.dsc_safe_middle_layer.dsc_96991_71356_77681_dw_meta_maxcompute_tables_v2_safe_view,odps.dsc_safe_middle_layer.dsc_96991_71356_77681_dw_meta_maxcompute_tables_v2_safe_view,odps-table,dsc_96991_71356_77681_dw_meta_maxcompute_tables_v2_safe_view,dsc_safe_middle_layer,051587
maxcompute-table.dw_data_governance.dwd_d_dw_noread_leave_nodes_last_days_dg,odps.dw_data_governance.dwd_d_dw_noread_leave_nodes_last_days_dg,odps-table,dwd_d_dw_noread_leave_nodes_last_days_dg,dw_data_governance,050624
maxcompute-table.dw_data_governance.rpt_d_odps_dw_tenant_table,odps.dw_data_governance.rpt_d_odps_dw_tenant_table,odps-table,rpt_d_odps_dw_tenant_table,dw_data_governance,050624
maxcompute-table.icbu_security_tech.dwd_twin_table_df,odps.icbu_security_tech.dwd_twin_table_df,odps-table,dwd_twin_table_df,icbu_security_tech,311347
maxcompute-table.intern_study.dim_dw_meta_tables,odps.intern_study.dim_dw_meta_tables,odps-table,dim_dw_meta_tables,intern_study,
maxcompute-table.isa_dt2cn.dataworks_analyze_dw_meta_maxcompute_tables_v2_adex_34_884_view,odps.isa_dt2cn.dataworks_analyze_dw_meta_maxcompute_tables_v2_adex_34_884_view,odps-table,dataworks_analyze_dw_meta_maxcompute_tables_v2_adex_34_884_view,isa_dt2cn,
maxcompute-table.isa_dt2eleme_lzs.glqforbdshtoshlzs_jspt_dw_meta_maxcompute_tables_v2_view,odps.isa_dt2eleme_lzs.glqforbdshtoshlzs_jspt_dw_meta_maxcompute_tables_v2_view,odps-table,glqforbdshtoshlzs_jspt_dw_meta_maxcompute_tables_v2_view,isa_dt2eleme_lzs,161281
maxcompute-table.isa_dt2icbu.glqforicbu_jspt_dw_meta_maxcompute_tables_v2_view,odps.isa_dt2icbu.glqforicbu_jspt_dw_meta_maxcompute_tables_v2_view,odps-table,glqforicbu_jspt_dw_meta_maxcompute_tables_v2_view,isa_dt2icbu,311347
maxcompute-table.isa_tb.dataworks_analyze_dw_meta_maxcompute_tables_v2_v140_adex_2_3253_view,odps.isa_tb.dataworks_analyze_dw_meta_maxcompute_tables_v2_v140_adex_2_3253_view,odps-table,dataworks_analyze_dw_meta_maxcompute_tables_v2_v140_adex_2_3253_view,isa_tb,204639
maxcompute-table.meta_cdm.meta_table_rec_score,odps.meta_cdm.meta_table_rec_score,odps-table,meta_table_rec_score,meta_cdm,149944
maxcompute-table.meta_cdm.meta_user_table_bunames,odps.meta_cdm.meta_user_table_bunames,odps-table,meta_user_table_bunames,meta_cdm,149944
maxcompute-table.meta_cdm.meta_user_table_owners,odps.meta_cdm.meta_user_table_owners,odps-table,meta_user_table_owners,meta_cdm,149944
maxcompute-table.meta_cdm.meta_user_table_weight_1d,odps.meta_cdm.meta_user_table_weight_1d,odps-table,meta_user_table_weight_1d,meta_cdm,149944
maxcompute-table.meta_cdm.meta_user_table_weight_action_1d,odps.meta_cdm.meta_user_table_weight_action_1d,odps-table,meta_user_table_weight_action_1d,meta_cdm,149944
maxcompute-table.one_dfd.dim_odps_data_bxs_table,odps.one_dfd.dim_odps_data_bxs_table,odps-table,dim_odps_data_bxs_table,one_dfd,
maxcompute-table.one_dfd.tmp_dim_odps_data_bxs_table_v2_0,odps.one_dfd.tmp_dim_odps_data_bxs_table_v2_0,odps-table,tmp_dim_odps_data_bxs_table_v2_0,one_dfd,
maxcompute-table.secbase.adl_genbu_odps_asset_info,odps.secbase.adl_genbu_odps_asset_info,odps-table,adl_genbu_odps_asset_info,secbase,376225
maxcompute-table.undata_lake.dim_dw_meta_tables_comment,odps.undata_lake.dim_dw_meta_tables_comment,odps-table,dim_dw_meta_tables_comment,undata_lake,
maxcompute-table.dataworks_app_feature.dwd_dt_tag_asset_dg,odps.dataworks_app_feature.dwd_dt_tag_asset_dg,odps-table,dwd_dt_tag_asset_dg,dataworks_app_feature,140156
maxcompute-table.dataworks_app_feature.rpt_d_table_tag,odps.dataworks_app_feature.rpt_d_table_tag,odps-table,rpt_d_table_tag,dataworks_app_feature,140156
maxcompute-table.dw_data_governance.calc_table_score_deduct_detail,odps.dw_data_governance.calc_table_score_deduct_detail,odps-table,calc_table_score_deduct_detail,dw_data_governance,140156
maxcompute-table.dw_data_governance.dwd_asset_metric_dg,odps.dw_data_governance.dwd_asset_metric_dg,odps-table,dwd_asset_metric_dg,dw_data_governance,140156
maxcompute-table.dw_data_governance.dwd_d_dqc_entity_no_follower_dg,odps.dw_data_governance.dwd_d_dqc_entity_no_follower_dg,odps-table,dwd_d_dqc_entity_no_follower_dg,dw_data_governance,
maxcompute-table.dw_data_governance.dwd_d_dqc_rule_is_invalid_dg,odps.dw_data_governance.dwd_d_dqc_rule_is_invalid_dg,odps-table,dwd_d_dqc_rule_is_invalid_dg,dw_data_governance,
maxcompute-table.dw_data_governance.dwd_d_dqc_rule_no_open_dg,odps.dw_data_governance.dwd_d_dqc_rule_no_open_dg,odps-table,dwd_d_dqc_rule_no_open_dg,dw_data_governance,
maxcompute-table.dw_data_governance.dwd_d_dqc_rule_run_error_dg,odps.dw_data_governance.dwd_d_dqc_rule_run_error_dg,odps-table,dwd_d_dqc_rule_run_error_dg,dw_data_governance,
maxcompute-table.dw_data_governance.dwd_d_dt_table_info_dg,odps.dw_data_governance.dwd_d_dt_table_info_dg,odps-table,dwd_d_dt_table_info_dg,dw_data_governance,140156
maxcompute-table.dw_data_governance.dwd_d_dw_output_noread_tables_experiment_dg,odps.dw_data_governance.dwd_d_dw_output_noread_tables_experiment_dg,odps-table,dwd_d_dw_output_noread_tables_experiment_dg,dw_data_governance,
maxcompute-table.dw_data_governance.dwd_d_dw_table_dqc_error_last_days_dg,odps.dw_data_governance.dwd_d_dw_table_dqc_error_last_days_dg,odps-table,dwd_d_dw_table_dqc_error_last_days_dg,dw_data_governance,
maxcompute-table.dw_data_governance.dwd_d_dw_table_no_dqc_dg,odps.dw_data_governance.dwd_d_dw_table_no_dqc_dg,odps-table,dwd_d_dw_table_no_dqc_dg,dw_data_governance,
maxcompute-table.dw_data_governance.dwd_d_dw_upstream_nodes_empty_today_dg,odps.dw_data_governance.dwd_d_dw_upstream_nodes_empty_today_dg,odps-table,dwd_d_dw_upstream_nodes_empty_today_dg,dw_data_governance,050624
maxcompute-table.dw_data_governance.dwd_d_node_table_owner_consistency,odps.dw_data_governance.dwd_d_node_table_owner_consistency,odps-table,dwd_d_node_table_owner_consistency,dw_data_governance,
maxcompute-table.dw_data_governance.dwd_d_node_use_non_partition_table_dg,odps.dw_data_governance.dwd_d_node_use_non_partition_table_dg,odps-table,dwd_d_node_use_non_partition_table_dg,dw_data_governance,
maxcompute-table.dw_data_governance.dwd_d_odps_table_life_cycle_too_long,odps.dw_data_governance.dwd_d_odps_table_life_cycle_too_long,odps-table,dwd_d_odps_table_life_cycle_too_long,dw_data_governance,050624
maxcompute-table.dw_data_governance.dwd_d_output_table_name_inconsistent_nodes_dg,odps.dw_data_governance.dwd_d_output_table_name_inconsistent_nodes_dg,odps-table,dwd_d_output_table_name_inconsistent_nodes_dg,dw_data_governance,140156
maxcompute-table.dw_data_governance.dwd_data_asset_dg,odps.dw_data_governance.dwd_data_asset_dg,odps-table,dwd_data_asset_dg,dw_data_governance,
maxcompute-table.dw_data_governance.dwd_dim_data_asset_dg,odps.dw_data_governance.dwd_dim_data_asset_dg,odps-table,dwd_dim_data_asset_dg,dw_data_governance,140156
maxcompute-table.dw_data_governance.dwd_fact_data_asset_dw_project_dg,odps.dw_data_governance.dwd_fact_data_asset_dw_project_dg,odps-table,dwd_fact_data_asset_dw_project_dg,dw_data_governance,
maxcompute-table.dw_data_governance.dwd_schema_standard_table_priority_dg,odps.dw_data_governance.dwd_schema_standard_table_priority_dg,odps-table,dwd_schema_standard_table_priority_dg,dw_data_governance,
maxcompute-table.dw_data_governance.dwd_tag_asset_relation_offline_dg,odps.dw_data_governance.dwd_tag_asset_relation_offline_dg,odps-table,dwd_tag_asset_relation_offline_dg,dw_data_governance,140156
maxcompute-table.dw_data_governance.dwd_tag_asset_statistics_dg,odps.dw_data_governance.dwd_tag_asset_statistics_dg,odps-table,dwd_tag_asset_statistics_dg,dw_data_governance,140156
maxcompute-table.dw_data_governance.dws_dg_table_health_info,odps.dw_data_governance.dws_dg_table_health_info,odps-table,dws_dg_table_health_info,dw_data_governance,050624
maxcompute-table.dw_data_governance.dws_wide_data_asset_table_dg,odps.dw_data_governance.dws_wide_data_asset_table_dg,odps-table,dws_wide_data_asset_table_dg,dw_data_governance,140156
maxcompute-table.dw_data_governance.rpt_d_analyze_table_detail_temp_dg,odps.dw_data_governance.rpt_d_analyze_table_detail_temp_dg,odps-table,rpt_d_analyze_table_detail_temp_dg,dw_data_governance,050624
maxcompute-table.dw_data_governance.tmp_dws_tables_df_dg,odps.dw_data_governance.tmp_dws_tables_df_dg,odps-table,tmp_dws_tables_df_dg,dw_data_governance,
maxcompute-table.dw_data_governance.tmp_schema_standard_table_metric_profit_dg,odps.dw_data_governance.tmp_schema_standard_table_metric_profit_dg,odps-table,tmp_schema_standard_table_metric_profit_dg,dw_data_governance,050624
maxcompute-table.ailabsods.s_ailabs__dataworks_meta__dwd_dg_dmc_lineage_table_di,odps.ailabsods.s_ailabs__dataworks_meta__dwd_dg_dmc_lineage_table_di,odps-table,s_ailabs__dataworks_meta__dwd_dg_dmc_lineage_table_di,ailabsods,250264
maxcompute-table.aliyun_resource_center.odps_meta_info,odps.aliyun_resource_center.odps_meta_info,odps-table,odps_meta_info,aliyun_resource_center,223769
maxcompute-table.aliyun_secaudit.aly_odps_table_lineage_1layer,odps.aliyun_secaudit.aly_odps_table_lineage_1layer,odps-table,aly_odps_table_lineage_1layer,aliyun_secaudit,137557
maxcompute-table.aliyun_secaudit.mingye_temp_caigou_gpu_odps_table_child,odps.aliyun_secaudit.mingye_temp_caigou_gpu_odps_table_child,odps-table,mingye_temp_caigou_gpu_odps_table_child,aliyun_secaudit,137557
maxcompute-table.aliyun_wanglou_dw.ods_aly_pub_dataworks_meta_dmc_table_lineage,odps.aliyun_wanglou_dw.ods_aly_pub_dataworks_meta_dmc_table_lineage,odps-table,ods_aly_pub_dataworks_meta_dmc_table_lineage,aliyun_wanglou_dw,008825
maxcompute-table.cbu_wireless_quality.cbu_assets_effection_odps2db,odps.cbu_wireless_quality.cbu_assets_effection_odps2db,odps-table,cbu_assets_effection_odps2db,cbu_wireless_quality,299354
maxcompute-table.cto_ecs.v_dwd_dg_dmc_lineage_table_di,odps.cto_ecs.v_dwd_dg_dmc_lineage_table_di,odps-table,v_dwd_dg_dmc_lineage_table_di,cto_ecs,334261
maxcompute-table.dayu.dwd_gts_table_lineage_info_df,odps.dayu.dwd_gts_table_lineage_info_df,odps-table,dwd_gts_table_lineage_info_df,dayu,383216
maxcompute-table.dsc_common_layer.dsc_96991_71356_39298_dwd_dg_dmc_lineage_table_di_safe_view,odps.dsc_common_layer.dsc_96991_71356_39298_dwd_dg_dmc_lineage_table_di_safe_view,odps-table,dsc_96991_71356_39298_dwd_dg_dmc_lineage_table_di_safe_view,dsc_common_layer,051587
maxcompute-table.dsc_common_layer.dsc_96991_71356_53914_dwd_dg_dmc_lineage_table_di_safe_view,odps.dsc_common_layer.dsc_96991_71356_53914_dwd_dg_dmc_lineage_table_di_safe_view,odps-table,dsc_96991_71356_53914_dwd_dg_dmc_lineage_table_di_safe_view,dsc_common_layer,051587
maxcompute-table.dsc_common_layer.dsc_96991_71356_66095_dwd_dg_dmc_lineage_table_di_safe_view,odps.dsc_common_layer.dsc_96991_71356_66095_dwd_dg_dmc_lineage_table_di_safe_view,odps-table,dsc_96991_71356_66095_dwd_dg_dmc_lineage_table_di_safe_view,dsc_common_layer,051587
maxcompute-table.dsc_common_layer.dsc_96991_71356_dwd_dg_dmc_lineage_table_di_safe_view,odps.dsc_common_layer.dsc_96991_71356_dwd_dg_dmc_lineage_table_di_safe_view,odps-table,dsc_96991_71356_dwd_dg_dmc_lineage_table_di_safe_view,dsc_common_layer,051587
maxcompute-table.dsc_safe_middle_layer.dsc_96991_71356_13002_dwd_dg_dmc_lineage_table_di_safe_view,odps.dsc_safe_middle_layer.dsc_96991_71356_13002_dwd_dg_dmc_lineage_table_di_safe_view,odps-table,dsc_96991_71356_13002_dwd_dg_dmc_lineage_table_di_safe_view,dsc_safe_middle_layer,051587
maxcompute-table.dsc_safe_middle_layer.dsc_96991_71356_13472_dwd_dg_dmc_lineage_table_di_safe_view,odps.dsc_safe_middle_layer.dsc_96991_71356_13472_dwd_dg_dmc_lineage_table_di_safe_view,odps-table,dsc_96991_71356_13472_dwd_dg_dmc_lineage_table_di_safe_view,dsc_safe_middle_layer,051587
maxcompute-table.dsc_safe_middle_layer.dsc_96991_71356_16630_dwd_dg_dmc_lineage_table_di_safe_view,odps.dsc_safe_middle_layer.dsc_96991_71356_16630_dwd_dg_dmc_lineage_table_di_safe_view,odps-table,dsc_96991_71356_16630_dwd_dg_dmc_lineage_table_di_safe_view,dsc_safe_middle_layer,051587
