src_qualified_name,dst_qualified_name,relationship_type,direction,depth,relationship_ids
mysql-table.15425f3857fb105f8d8565c470eea8f6cd51db96,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.1611119f381795107597543000a50bbfc9b57aa6,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.188735f3100d5bedd2dde42f664ac98775fb0922,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.18ae7a0b53011b6e961b02beec0d846d9b7b2aaa,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.1951144647428efa44d2e9673f51b991a551944d,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.1b02576d26a3d58f6ce1e4ca352805b93c9db1a2,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.1b4782b47b6b18240b0239d175a109d21aab01a1,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.1b7958954f8e237fc18e74f404aa7e9fcce103c4,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.1dc93c492835bca7ffa689f24ea0d0e3cf56743b,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.1ddac6c0aa783cc108f56ead704172443ee4960f,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.1eb35d0ef7703b5895d8b22a2f6eff20e64cbf3d,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.1f20964e1c81024c92bbc6628e992ebce1011e7e,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.20daeed7fc69aa22541f250963b14d8c809bdbb2,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.21a08051267ac3d74e383c3de1dbe7e597f7378b,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.21d7813f0aca54a5b951bccc29adf6eae4f197c6,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.22a101028cbb9f5f3f01ee3f82c0a2e622f13f18,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.22e54dea633de0015d862a55f2fd3075924a1b72,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.22ee0c35ca1a7b52ef2ef4dc41ff78f4cba83078,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.243b750e220071b36c849db378c4c5a87721c253,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.249b06758f3817811af00e338545f159d5699188,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.24a2128b7732b91e0f6a5f065f59cf317b142072,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.24e4517cfc8f81bf93823fac36dcfed180fb3ef9,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.2526c96faa703c417e0e2edfac2efe0392265132,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.2669cf3023bf0513339ad65ce9df4f56591114fc,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
mysql-table.26bd78a6acb911d03d0ce454a13679339bddff72,maxcompute-table.cdo_meta.ms_base_meta_table,DATAX,UP,4,datax.DATAX.252831544
