qualified_name,entity_guid,entity_type,name,database_name,owner
mysql-table.a860c90ed5eb63c1f995aa5b3ff95880c8539f11,a860c90ed5eb63c1f995aa5b3ff95880c8539f11,mysql-table,base_calc_engine,oxs_base_biz_tenant,
mysql-table.c46cb751cb4b5210103936275593dbcb6fe30bd6,c46cb751cb4b5210103936275593dbcb6fe30bd6,mysql-table,base_calc_engine,oxs_base_biz_tenant,
mysql-table.ca062db99fccac9c6a0fe1adccb1838f979cd704,ca062db99fccac9c6a0fe1adccb1838f979cd704,mysql-table,base_calc_engine,oxs_base_biz_tenant,
mysql-table.ce01b99c10bc41a6254783cd7d843c63f7547fc9,ce01b99c10bc41a6254783cd7d843c63f7547fc9,mysql-table,base_calc_engine,oxs_base_biz_tenant,
mysql-table.d03ea07f886c3182fab99356b8e92d1211e3475e,d03ea07f886c3182fab99356b8e92d1211e3475e,mysql-table,base_calc_engine,oxs_base_biz_tenant,
mysql-table.d23ef9c055e978898fe6a08c828f5cc32f069f18,d23ef9c055e978898fe6a08c828f5cc32f069f18,mysql-table,base_calc_engine,cdo_auth,
mysql-table.d49c286b0243bba53af53950eca3c51b084c2ca2,d49c286b0243bba53af53950eca3c51b084c2ca2,mysql-table,base_calc_engine,oxs_base_biz_tenant,
mysql-table.ff2e2c832541ed17e0bbbfaf2c171e035b3b40de,ff2e2c832541ed17e0bbbfaf2c171e035b3b40de,mysql-table,base_calc_engine,oxs_base_biz_tenant,
maxcompute-table.cdo_meta.dmc_base_meta_op_log,odps.cdo_meta.dmc_base_meta_op_log,odps-table,dmc_base_meta_op_log,cdo_meta,085416
maxcompute-table.cdo_meta.dw_meta_category,odps.cdo_meta.dw_meta_category,odps-table,dw_meta_category,cdo_meta,149944
maxcompute-table.cdo_meta.hr_users,odps.cdo_meta.hr_users,odps-table,hr_users,cdo_meta,102205
maxcompute-table.cdo_meta.m1_odps_table_only,odps.cdo_meta.m1_odps_table_only,odps-table,m1_odps_table_only,cdo_meta,102205
maxcompute-table.cdo_meta.ms_base_meta_table,odps.cdo_meta.ms_base_meta_table,odps-table,ms_base_meta_table,cdo_meta,149944
maxcompute-table.cdo_meta.ods_d_base_meta_table_label,odps.cdo_meta.ods_d_base_meta_table_label,odps-table,ods_d_base_meta_table_label,cdo_meta,085416
maxcompute-table.dataworks_analyze.ads_dm_merge_tables_and_views,odps.dataworks_analyze.ads_dm_merge_tables_and_views,odps-table,ads_dm_merge_tables_and_views,dataworks_analyze,149944
maxcompute-table.dataworks_analyze.dim_user_info_d,odps.dataworks_analyze.dim_user_info_d,odps-table,dim_user_info_d,dataworks_analyze,083361
maxcompute-table.dataworks_analyze.dw_meta_maxcompute_columns_v2,odps.dataworks_analyze.dw_meta_maxcompute_columns_v2,odps-table,dw_meta_maxcompute_columns_v2,dataworks_analyze,079458
maxcompute-table.dataworks_analyze.dwd_model_engine_online_model_df,odps.dataworks_analyze.dwd_model_engine_online_model_df,odps-table,dwd_model_engine_online_model_df,dataworks_analyze,084102
maxcompute-table.dataworks_analyze.ods_dw_maxcompute_tables_df,odps.dataworks_analyze.ods_dw_maxcompute_tables_df,odps-table,ods_dw_maxcompute_tables_df,dataworks_analyze,079458
maxcompute-table.dataworks_analyze.rpt_d_odps_table_user_read_stats,odps.dataworks_analyze.rpt_d_odps_table_user_read_stats,odps-table,rpt_d_odps_table_user_read_stats,dataworks_analyze,085416
maxcompute-table.dataworks_app_feature.rpt_d_table_tag,odps.dataworks_app_feature.rpt_d_table_tag,odps-table,rpt_d_table_tag,dataworks_app_feature,140156
maxcompute-table.dataworks_meta.dim_dg_dmc_album_entity_relation_df,odps.dataworks_meta.dim_dg_dmc_album_entity_relation_df,odps-table,dim_dg_dmc_album_entity_relation_df,dataworks_meta,149944
maxcompute-table.dataworks_meta.ods_entity_classifications_df,odps.dataworks_meta.ods_entity_classifications_df,odps-table,ods_entity_classifications_df,dataworks_meta,149944
maxcompute-table.dataworks_meta.s_base_meta_album_entity_relation,odps.dataworks_meta.s_base_meta_album_entity_relation,odps-table,s_base_meta_album_entity_relation,dataworks_meta,149944
maxcompute-table.dw_data_governance.dws_d_dqc_table_stat_for_data_map,odps.dw_data_governance.dws_d_dqc_table_stat_for_data_map,odps-table,dws_d_dqc_table_stat_for_data_map,dw_data_governance,068198
maxcompute-table.dw_data_governance.dws_dg_table_health_info,odps.dw_data_governance.dws_dg_table_health_info,odps-table,dws_dg_table_health_info,dw_data_governance,050624
maxcompute-table.cdo_meta.m1_odps_task,odps.cdo_meta.m1_odps_task,odps-table,m1_odps_task,cdo_meta,102205
maxcompute-table.dataworks_analyze.m_column_filtered_lineage_private_domains,odps.dataworks_analyze.m_column_filtered_lineage_private_domains,odps-table,m_column_filtered_lineage_private_domains,dataworks_analyze,149944
maxcompute-table.dataworks_analyze.m_table_filtered_lineage_private_domains,odps.dataworks_analyze.m_table_filtered_lineage_private_domains,odps-table,m_table_filtered_lineage_private_domains,dataworks_analyze,149944
maxcompute-table.meta.m_column_lineage,odps.meta.m_column_lineage,odps-table,m_column_lineage,meta,131315
maxcompute-table.meta.m_table_lineage,odps.meta.m_table_lineage,odps-table,m_table_lineage,meta,131315
mysql-table.cd6d09b1deea0d1461170b2a7be2cc43318d319f,cd6d09b1deea0d1461170b2a7be2cc43318d319f,mysql-table,phoenix_node_def,phoenix_prod,
maxcompute-table.cdo_boss.meta_app,odps.cdo_boss.meta_app,odps-table,meta_app,cdo_boss,224825
maxcompute-table.cdo_meta.base_ods_base_project,odps.cdo_meta.base_ods_base_project,odps-table,base_ods_base_project,cdo_meta,102205
maxcompute-table.cdo_meta.dim_project_region_infor,odps.cdo_meta.dim_project_region_infor,odps-table,dim_project_region_infor,cdo_meta,102205
maxcompute-table.cdo_meta.m1_odps_project,odps.cdo_meta.m1_odps_project,odps-table,m1_odps_project,cdo_meta,102205
maxcompute-table.onemeta.dim_meta_pub_staff,odps.onemeta.dim_meta_pub_staff,odps-table,dim_meta_pub_staff,onemeta,102205
maxcompute-table.res_dg_service.dim_pub_bu_org_map,odps.res_dg_service.dim_pub_bu_org_map,odps-table,dim_pub_bu_org_map,res_dg_service,078219
maxcompute-table.dataworks_meta.ods_d_crawled_metadata_lineage,odps.dataworks_meta.ods_d_crawled_metadata_lineage,odps-table,ods_d_crawled_metadata_lineage,dataworks_meta,085416
mysql-table.b0684e4aaaeca65433ca3d160f5d8d98b3b01253,b0684e4aaaeca65433ca3d160f5d8d98b3b01253,mysql-table,meta_table,cdo_aslan,
maxcompute-table.cdo_meta.m_dw_view_relation_result,odps.cdo_meta.m_dw_view_relation_result,odps-table,m_dw_view_relation_result,cdo_meta,102205
maxcompute-table.cdo_meta.odps_ckpermission_relation,odps.cdo_meta.odps_ckpermission_relation,odps-table,odps_ckpermission_relation,cdo_meta,102205
maxcompute-table.cdo_meta.temp_ckpm_relation_with_skynet,odps.cdo_meta.temp_ckpm_relation_with_skynet,odps-table,temp_ckpm_relation_with_skynet,cdo_meta,102205
maxcompute-table.cdo_meta.ods_phoenix_node_def_hh,odps.cdo_meta.ods_phoenix_node_def_hh,odps-table,ods_phoenix_node_def_hh,cdo_meta,102205
maxcompute-table.cdo_meta.dim_odps_table_storage_white_list_expire,odps.cdo_meta.dim_odps_table_storage_white_list_expire,odps-table,dim_odps_table_storage_white_list_expire,cdo_meta,102205
maxcompute-table.cdo_meta.dqc_entity,odps.cdo_meta.dqc_entity,odps-table,dqc_entity,cdo_meta,068198
maxcompute-table.cdo_meta.dw_table_no_partitioned_records,odps.cdo_meta.dw_table_no_partitioned_records,odps-table,dw_table_no_partitioned_records,cdo_meta,102205
maxcompute-table.cdo_meta.dw_table_partitions,odps.cdo_meta.dw_table_partitions,odps-table,dw_table_partitions,cdo_meta,102205
maxcompute-table.cdo_meta.dws_odps_table_skynet_mapping,odps.cdo_meta.dws_odps_table_skynet_mapping,odps-table,dws_odps_table_skynet_mapping,cdo_meta,102205
maxcompute-table.cdo_meta.m1_odps_table_column,odps.cdo_meta.m1_odps_table_column,odps-table,m1_odps_table_column,cdo_meta,102205
maxcompute-table.cdo_meta.m_dw_odps_always_update_table,odps.cdo_meta.m_dw_odps_always_update_table,odps-table,m_dw_odps_always_update_table,cdo_meta,102205
maxcompute-table.cdo_meta.m_dw_ods_table,odps.cdo_meta.m_dw_ods_table,odps-table,m_dw_ods_table,cdo_meta,102205
maxcompute-table.cdo_meta.m_odps_table_extra_info,odps.cdo_meta.m_odps_table_extra_info,odps-table,m_odps_table_extra_info,cdo_meta,102205
maxcompute-table.cdo_meta.m_odps_table_granularity,odps.cdo_meta.m_odps_table_granularity,odps-table,m_odps_table_granularity,cdo_meta,102205
maxcompute-table.cdo_meta.meta_archive,odps.cdo_meta.meta_archive,odps-table,meta_archive,cdo_meta,102205
maxcompute-table.cdo_meta.meta_table_expect_optimize_size,odps.cdo_meta.meta_table_expect_optimize_size,odps-table,meta_table_expect_optimize_size,cdo_meta,102205
maxcompute-table.cdo_meta.temp_odps_table_info,odps.cdo_meta.temp_odps_table_info,odps-table,temp_odps_table_info,cdo_meta,102205
maxcompute-table.cdo_meta.temp_odps_table_partition_num,odps.cdo_meta.temp_odps_table_partition_num,odps-table,temp_odps_table_partition_num,cdo_meta,102205
maxcompute-table.meta.m_resource,odps.meta.m_resource,odps-table,m_resource,meta,131315
maxcompute-table.onemeta.dim_meta_do_table_access_odps_nd,odps.onemeta.dim_meta_do_table_access_odps_nd,odps-table,dim_meta_do_table_access_odps_nd,onemeta,428373
maxcompute-table.udap_meta.mds_rmd_govern_table_mitem_base_1d,odps.udap_meta.mds_rmd_govern_table_mitem_base_1d,odps-table,mds_rmd_govern_table_mitem_base_1d,udap_meta,149962
maxcompute-table.cdo_meta.m1_odps_view_only,odps.cdo_meta.m1_odps_view_only,odps-table,m1_odps_view_only,cdo_meta,102205
maxcompute-table.cdo_meta.m_dw_odps_input_output,odps.cdo_meta.m_dw_odps_input_output,odps-table,m_dw_odps_input_output,cdo_meta,102205
maxcompute-table.cdo_meta.m_dw_odps_task,odps.cdo_meta.m_dw_odps_task,odps-table,m_dw_odps_task,cdo_meta,102205
maxcompute-table.cdo_meta.meta_skynet_node_def,odps.cdo_meta.meta_skynet_node_def,odps-table,meta_skynet_node_def,cdo_meta,102205
maxcompute-table.dataworks_meta.ods_d_base_meta_op_log,odps.dataworks_meta.ods_d_base_meta_op_log,odps-table,ods_d_base_meta_op_log,dataworks_meta,085416
maxcompute-table.dataworks_meta.ods_d_base_meta_category_table_relation,odps.dataworks_meta.ods_d_base_meta_category_table_relation,odps-table,ods_d_base_meta_category_table_relation,dataworks_meta,085416
maxcompute-table.cdo_meta.dim_is_hr_dept_info,odps.cdo_meta.dim_is_hr_dept_info,odps-table,dim_is_hr_dept_info,cdo_meta,102205
maxcompute-table.xxpt_cdm_dw.dim_is_hr_dept_info,odps.xxpt_cdm_dw.dim_is_hr_dept_info,odps-table,dim_is_hr_dept_info,xxpt_cdm_dw,104464
maxcompute-table.xxpt_cdm_dw.dwd_is_usr_emp_info_last_f,odps.xxpt_cdm_dw.dwd_is_usr_emp_info_last_f,odps-table,dwd_is_usr_emp_info_last_f,xxpt_cdm_dw,453395
maxcompute-table.cdo_meta.m1_odps_partition_only,odps.cdo_meta.m1_odps_partition_only,odps-table,m1_odps_partition_only,cdo_meta,102205
maxcompute-table.cdo_meta.s_m_table,odps.cdo_meta.s_m_table,odps-table,s_m_table,cdo_meta,102205
mysql-table.00b583ef9c54b8cf2c211183c1348a9cd5676436,00b583ef9c54b8cf2c211183c1348a9cd5676436,mysql-table,base_meta_table175,dw_metaservice_zb_sharding_0021,
mysql-table.00ca2934f9b8cf141d8bda398efa2ba43bbe992e,00ca2934f9b8cf141d8bda398efa2ba43bbe992e,mysql-table,base_meta_table023,dw_metaservice_zb_sharding_0002,
mysql-table.017a78c299a97ef5d59a9dbb0ff1fbb6abb41beb,017a78c299a97ef5d59a9dbb0ff1fbb6abb41beb,mysql-table,base_meta_table170,dw_metaservice_zb_sharding_0021,
mysql-table.01d2ea8cbf6ca2872002026282172b2857dbf22a,01d2ea8cbf6ca2872002026282172b2857dbf22a,mysql-table,base_meta_table147,dw_metaservice_zb_sharding_0018,
mysql-table.02aa77482c6895f31743c625843f6f9cf4917fdf,02aa77482c6895f31743c625843f6f9cf4917fdf,mysql-table,base_meta_table249,dw_metaservice_zb_sharding_0031,
mysql-table.02db0fef630efc4ae7fad2919821fa909f34dbbf,02db0fef630efc4ae7fad2919821fa909f34dbbf,mysql-table,base_meta_table027,dw_metaservice_zb_sharding_0003,
mysql-table.07908e991e30e481ba630922312b32a4c5da0433,07908e991e30e481ba630922312b32a4c5da0433,mysql-table,base_meta_table116,dw_metaservice_zb_sharding_0014,
mysql-table.0854b1eb4a07e7cc4b725de7643b9f4ac0b0923e,0854b1eb4a07e7cc4b725de7643b9f4ac0b0923e,mysql-table,base_meta_table103,dw_metaservice_zb_sharding_0012,
mysql-table.0a13b01ae764fbb9fc142d59e3f26856a4ccb5b7,0a13b01ae764fbb9fc142d59e3f26856a4ccb5b7,mysql-table,base_meta_table146,dw_metaservice_zb_sharding_0018,
mysql-table.0a59ca884b56f97346ca305703a924f168cd736b,0a59ca884b56f97346ca305703a924f168cd736b,mysql-table,base_meta_table043,dw_metaservice_zb_sharding_0005,
mysql-table.0a66913b371598d0714501f1499d8ff06e6eee5c,0a66913b371598d0714501f1499d8ff06e6eee5c,mysql-table,base_meta_table138,dw_metaservice_zb_sharding_0017,
mysql-table.0adbc3452ea873499a7a3234a5f74e7f76b7341e,0adbc3452ea873499a7a3234a5f74e7f76b7341e,mysql-table,base_meta_table010,dw_metaservice_zb_sharding_0001,
mysql-table.0b9b92ae65366f697e3e8271210f4a97d5d9509d,0b9b92ae65366f697e3e8271210f4a97d5d9509d,mysql-table,base_meta_table200,dw_metaservice_zb_sharding_0025,
mysql-table.0c68654737eb98ba23b6abda7f8a0c05fad3768c,0c68654737eb98ba23b6abda7f8a0c05fad3768c,mysql-table,base_meta_table123,dw_metaservice_zb_sharding_0015,
mysql-table.0cc32194b302b44a43c1d89e6386cfaac4e44872,0cc32194b302b44a43c1d89e6386cfaac4e44872,mysql-table,base_meta_table185,dw_metaservice_zb_sharding_0023,
mysql-table.0d2bae628bf5c99ead7f9b421cf5ee63ad1cc2af,0d2bae628bf5c99ead7f9b421cf5ee63ad1cc2af,mysql-table,base_meta_table211,dw_metaservice_zb_sharding_0026,
mysql-table.0e7af46331955c79907e06bbee68427b19005975,0e7af46331955c79907e06bbee68427b19005975,mysql-table,base_meta_table088,dw_metaservice_zb_sharding_0011,
mysql-table.0e7f9d17ca683ff519ad916a1a79bd31b450a069,0e7f9d17ca683ff519ad916a1a79bd31b450a069,mysql-table,base_meta_table074,dw_metaservice_zb_sharding_0009,
mysql-table.0fcde50e95bceddbf29acd1adaae723fb8f36475,0fcde50e95bceddbf29acd1adaae723fb8f36475,mysql-table,base_meta_table234,dw_metaservice_zb_sharding_0029,
mysql-table.127315bb36f5dd1d9f685089c5c69629855f307d,127315bb36f5dd1d9f685089c5c69629855f307d,mysql-table,base_meta_table235,dw_metaservice_zb_sharding_0029,
mysql-table.132bcc7c383cf7bcc4957973d08f0af3972464a7,132bcc7c383cf7bcc4957973d08f0af3972464a7,mysql-table,base_meta_table125,dw_metaservice_zb_sharding_0015,
mysql-table.13c15d188454f45310d29beaf3d587eb264e1743,13c15d188454f45310d29beaf3d587eb264e1743,mysql-table,base_meta_table013,dw_metaservice_zb_sharding_0001,
mysql-table.1455b98f82f1e3675e839185e53a4c5b91b60d10,1455b98f82f1e3675e839185e53a4c5b91b60d10,mysql-table,base_meta_table240,dw_metaservice_zb_sharding_0030,
mysql-table.15425f3857fb105f8d8565c470eea8f6cd51db96,15425f3857fb105f8d8565c470eea8f6cd51db96,mysql-table,base_meta_table178,dw_metaservice_zb_sharding_0022,
mysql-table.1611119f381795107597543000a50bbfc9b57aa6,1611119f381795107597543000a50bbfc9b57aa6,mysql-table,base_meta_table007,dw_metaservice_zb_sharding_0000,
mysql-table.188735f3100d5bedd2dde42f664ac98775fb0922,188735f3100d5bedd2dde42f664ac98775fb0922,mysql-table,base_meta_table254,dw_metaservice_zb_sharding_0031,
mysql-table.18ae7a0b53011b6e961b02beec0d846d9b7b2aaa,18ae7a0b53011b6e961b02beec0d846d9b7b2aaa,mysql-table,base_meta_table093,dw_metaservice_zb_sharding_0011,
mysql-table.1951144647428efa44d2e9673f51b991a551944d,1951144647428efa44d2e9673f51b991a551944d,mysql-table,base_meta_table204,dw_metaservice_zb_sharding_0025,
mysql-table.1b02576d26a3d58f6ce1e4ca352805b93c9db1a2,1b02576d26a3d58f6ce1e4ca352805b93c9db1a2,mysql-table,base_meta_table169,dw_metaservice_zb_sharding_0021,
mysql-table.1b4782b47b6b18240b0239d175a109d21aab01a1,1b4782b47b6b18240b0239d175a109d21aab01a1,mysql-table,base_meta_table166,dw_metaservice_zb_sharding_0020,
mysql-table.1b7958954f8e237fc18e74f404aa7e9fcce103c4,1b7958954f8e237fc18e74f404aa7e9fcce103c4,mysql-table,base_meta_table149,dw_metaservice_zb_sharding_0018,
mysql-table.1dc93c492835bca7ffa689f24ea0d0e3cf56743b,1dc93c492835bca7ffa689f24ea0d0e3cf56743b,mysql-table,base_meta_table095,dw_metaservice_zb_sharding_0011,
mysql-table.1ddac6c0aa783cc108f56ead704172443ee4960f,1ddac6c0aa783cc108f56ead704172443ee4960f,mysql-table,base_meta_table226,dw_metaservice_zb_sharding_0028,
mysql-table.1eb35d0ef7703b5895d8b22a2f6eff20e64cbf3d,1eb35d0ef7703b5895d8b22a2f6eff20e64cbf3d,mysql-table,base_meta_table059,dw_metaservice_zb_sharding_0007,
mysql-table.1f20964e1c81024c92bbc6628e992ebce1011e7e,1f20964e1c81024c92bbc6628e992ebce1011e7e,mysql-table,base_meta_table155,dw_metaservice_zb_sharding_0019,
mysql-table.20daeed7fc69aa22541f250963b14d8c809bdbb2,20daeed7fc69aa22541f250963b14d8c809bdbb2,mysql-table,base_meta_table031,dw_metaservice_zb_sharding_0003,
mysql-table.21a08051267ac3d74e383c3de1dbe7e597f7378b,21a08051267ac3d74e383c3de1dbe7e597f7378b,mysql-table,base_meta_table064,dw_metaservice_zb_sharding_0008,
mysql-table.21d7813f0aca54a5b951bccc29adf6eae4f197c6,21d7813f0aca54a5b951bccc29adf6eae4f197c6,mysql-table,base_meta_table098,dw_metaservice_zb_sharding_0012,
mysql-table.22a101028cbb9f5f3f01ee3f82c0a2e622f13f18,22a101028cbb9f5f3f01ee3f82c0a2e622f13f18,mysql-table,base_meta_table111,dw_metaservice_zb_sharding_0013,
mysql-table.22e54dea633de0015d862a55f2fd3075924a1b72,22e54dea633de0015d862a55f2fd3075924a1b72,mysql-table,base_meta_table000,dw_metaservice_zb_sharding_0000,
mysql-table.22ee0c35ca1a7b52ef2ef4dc41ff78f4cba83078,22ee0c35ca1a7b52ef2ef4dc41ff78f4cba83078,mysql-table,base_meta_table210,dw_metaservice_zb_sharding_0026,
mysql-table.243b750e220071b36c849db378c4c5a87721c253,243b750e220071b36c849db378c4c5a87721c253,mysql-table,base_meta_table101,dw_metaservice_zb_sharding_0012,
mysql-table.249b06758f3817811af00e338545f159d5699188,249b06758f3817811af00e338545f159d5699188,mysql-table,base_meta_table051,dw_metaservice_zb_sharding_0006,
mysql-table.24a2128b7732b91e0f6a5f065f59cf317b142072,24a2128b7732b91e0f6a5f065f59cf317b142072,mysql-table,base_meta_table119,dw_metaservice_zb_sharding_0014,
